Date,A,AAPL,FB,T,TSLA
2017-02-28,49.27994155883789,32.33510971069336,135.5399932861328,30.530630111694336,49.99800109863281
2017-03-01,49.99079895019531,32.99602508544922,137.4199981689453,30.713285446166992,50.00400161743164
2017-03-02,49.3568000793457,32.80011749267578,136.75999450683594,30.735204696655273,50.09600067138672
2017-03-03,49.933170318603516,32.99365997314453,137.1699981689453,30.691362380981445,50.31399917602539
2017-03-06,49.2319221496582,32.889801025390625,137.4199981689453,30.65483283996582,50.242000579833984
2017-03-07,49.19348907470703,32.93230056762695,137.3000030517578,30.596393585205078,49.71799850463867
2017-03-08,49.38562774658203,32.80955123901367,137.72000122070312,30.516021728515625,49.374000549316406
2017-03-09,49.404823303222656,32.734012603759766,138.24000549316406,30.640220642089844,48.97999954223633
2017-03-10,50.09647750854492,32.84259796142578,138.7899932861328,30.93975830078125,48.737998962402344
2017-03-13,50.38465881347656,32.85676574707031,139.60000610351562,30.954370498657227,49.23400115966797
2017-03-14,50.15411376953125,32.80720138549805,139.32000732421875,30.749807357788086,51.599998474121094
2017-03-15,51.96968460083008,33.154178619384766,139.72000122070312,31.115089416503906,51.145999908447266
2017-03-16,50.96104049682617,33.208465576171875,139.99000549316406,31.00551986694336,52.40999984741211
2017-03-17,51.21079635620117,33.04323959350586,139.83999633789062,31.12970733642578,52.29999923706055
2017-03-20,51.05709457397461,33.390220642089844,139.94000244140625,30.99089813232422,52.38399887084961
2017-03-21,50.586387634277344,33.0078239440918,138.50999450683594,30.742509841918945,50.13600158691406
2017-03-22,51.03789138793945,33.38077926635742,139.58999633789062,30.428363800048828,51.00199890136719
2017-03-23,51.08591842651367,33.26274871826172,139.52999877929688,30.428363800048828,50.95600128173828
2017-03-24,50.989864349365234,33.1966667175293,140.33999633789062,30.450275421142578,52.63199996948242
2017-03-27,51.14356231689453,33.25331497192383,140.32000732421875,30.31147003173828,54.04399871826172
2017-03-28,51.3356819152832,33.94255447387695,141.75999450683594,30.362607955932617,55.4900016784668
2017-03-29,51.028282165527344,34.01808166503906,142.64999389648438,30.282241821289062,55.47600173950195
2017-03-30,51.22041702270508,33.97323226928711,142.41000366210938,30.508716583251953,55.58399963378906
2017-03-31,50.91416549682617,33.90950393676758,142.0500030517578,30.35529899597168,55.65999984741211
2017-04-03,51.231964111328125,33.9189453125,142.27999877929688,30.36991310119629,59.70399856567383
2017-04-04,50.67341995239258,34.171504974365234,141.72999572753906,30.457578659057617,60.7400016784668
2017-04-05,50.76009750366211,33.99448776245117,141.85000610351562,30.326086044311523,59.0
2017-04-06,51.183807373046875,33.90950393676758,141.1699981689453,30.015575408935547,59.7400016784668
2017-04-07,50.885284423828125,33.83395767211914,140.77999877929688,30.008180618286133,60.507999420166016
2017-04-10,50.769718170166016,33.79384231567383,141.0399932861328,29.852922439575195,62.47800064086914
2017-04-11,50.875648498535156,33.430335998535156,139.9199981689453,29.801176071166992,61.742000579833984
2017-04-12,50.60600662231445,33.47046661376953,139.5800018310547,29.985998153686523,59.36800003051758
2017-04-13,50.39414596557617,33.29343795776367,139.38999938964844,29.77899932861328,60.79999923706055
2017-04-17,51.48234176635742,33.47754669189453,141.4199981689453,29.793785095214844,60.28799819946289
2017-04-18,51.06825637817383,33.3288459777832,140.9600067138672,29.756816864013672,60.04999923706055
2017-04-19,51.106773376464844,33.20610046386719,142.27000427246094,29.756816864013672,61.104000091552734
2017-04-20,51.164546966552734,33.62153625488281,143.8000030517578,29.838134765625,60.50199890136719
2017-04-21,51.29936981201172,33.5814094543457,143.67999267578125,29.52023696899414,61.119998931884766
2017-04-24,52.42609405517578,33.904781341552734,145.47000122070312,29.586772918701172,61.60599899291992
2017-04-25,52.78240966796875,34.11484909057617,146.49000549316406,29.527633666992188,62.757999420166016
2017-04-26,52.801666259765625,33.91422653198242,146.55999755859375,29.89727783203125,62.034000396728516
2017-04-27,53.37947463989258,33.94019317626953,147.6999969482422,29.505451202392578,61.72600173950195
2017-04-28,53.01352310180664,33.907142639160156,150.25,29.298450469970703,62.81399917602539
2017-05-01,53.735782623291016,34.59873962402344,152.4600067138672,28.906625747680664,64.56600189208984
2017-05-02,53.8609733581543,34.81824493408203,152.77999877929688,28.795724868774414,63.77799987792969
2017-05-03,54.08245849609375,34.71204376220703,151.8000030517578,28.389114379882812,62.20399856567383
2017-05-04,54.602481842041016,34.58694076538086,150.85000610351562,28.100780487060547,59.09199905395508
2017-05-05,54.54470443725586,35.16051483154297,150.24000549316406,28.50740623474121,61.66999816894531
2017-05-08,54.23654556274414,36.116485595703125,151.05999755859375,28.514793395996094,61.4379997253418
2017-05-09,54.76618957519531,36.34779739379883,150.47999572753906,28.25604248046875,64.25199890136719
2017-05-10,54.188392639160156,36.17549514770508,150.2899932861328,28.426071166992188,65.04399871826172
2017-05-11,54.14987564086914,36.48834228515625,150.0399932861328,28.418684005737305,64.62000274658203
2017-05-12,54.08245849609375,36.997920989990234,150.3300018310547,28.45565414428711,64.96199798583984
2017-05-15,54.602481842041016,36.90311813354492,150.19000244140625,28.52957534790039,63.17599868774414
2017-05-16,54.72768020629883,36.84860610961914,149.77999877929688,28.23386001586914,63.402000427246094
2017-05-17,53.7068977355957,35.611385345458984,144.85000610351562,27.694168090820312,61.22200012207031
2017-05-18,53.783931732177734,36.15415573120117,147.66000366210938,28.05643081665039,62.61199951171875
2017-05-19,54.05357360839844,36.27739334106445,148.05999755859375,28.270824432373047,62.16600036621094
2017-05-22,54.00542068481445,36.497825622558594,148.24000549316406,28.278215408325195,62.06999969482422
2017-05-23,56.48998260498047,36.45280456542969,148.07000732421875,28.32257652282715,60.77199935913086
2017-05-24,57.03889465332031,36.34376525878906,150.0399932861328,28.204286575317383,62.04399871826172
2017-05-25,57.1063117980957,36.46938705444336,151.9600067138672,28.263423919677734,63.36600112915039
2017-05-26,57.308536529541016,36.40775680541992,152.1300048828125,28.182106018066406,65.02799987792969
2017-05-30,58.136714935302734,36.42198181152344,152.3800048828125,28.500003814697266,67.0199966430664
2017-05-31,58.10783386230469,36.206295013427734,151.4600067138672,28.485227584838867,68.2020034790039
2017-06-01,58.483402252197266,36.30584716796875,151.52999877929688,28.736576080322266,68.0739974975586
2017-06-02,58.560455322265625,36.843868255615234,153.61000061035156,28.736576080322266,67.97000122070312
2017-06-05,58.165611267089844,36.48359298706055,153.6300048828125,28.692230224609375,69.46399688720703
2017-06-06,57.876705169677734,36.60685729980469,152.80999755859375,28.633081436157227,70.56999969482422
2017-06-07,58.38710403442383,36.82490158081055,153.1199951171875,28.655258178710938,71.93000030517578
2017-06-08,57.92485809326172,36.73483657836914,154.7100067138672,28.463045120239258,74.0
2017-06-09,57.01963424682617,35.310386657714844,149.60000610351562,28.67743682861328,71.46399688720703
2017-06-12,56.80776596069336,34.46661376953125,148.44000244140625,28.884445190429688,71.802001953125
2017-06-13,57.08704376220703,34.743927001953125,150.67999267578125,28.596113204956055,75.19000244140625
2017-06-14,57.183345794677734,34.40498733520508,150.25,28.62568473815918,76.13200378417969
2017-06-15,57.01963424682617,34.19878005981445,149.8000030517578,28.714405059814453,75.06800079345703
2017-06-16,57.308536529541016,33.72001647949219,150.63999938964844,28.803115844726562,74.27999877929688
2017-06-19,58.31005859375,34.68467330932617,152.8699951171875,28.766159057617188,73.95999908447266
